file_path,file_class,file_name,feature_vector
database_normalized\Tree\m1086.obj,Tree,m1086.obj,"[-0.6308066704848614, -0.0631890248269065, -0.26002013494066856, -0.28194047155719315, -0.6851451070466725, -0.0676903711663947, 0.12128, 0.16097, 0.11434, 0.07804, 0.05549, 0.04641, 0.0378, 0.03396, 0.03093, 0.03248, 0.03003, 0.0298, 0.03104, 0.03214, 0.0337, 0.03351, 0.03292, 0.02917, 0.02295, 0.01304, 0.013799, 0.024452, 0.067032, 0.072917, 0.089481, 0.087136, 0.069977, 0.072847, 0.073602, 0.075155, 0.068859, 0.062353, 0.068035, 0.065599, 0.030859, 0.018365, 0.028051, 0.00804, 0.002631, 0.00081, 0.024566, 0.094683, 0.136084, 0.127573, 0.109547, 0.093807, 0.08064, 0.071166, 0.062664, 0.054293, 0.044739, 0.035473, 0.026963, 0.019836, 0.011705, 0.005123, 0.000685, 0.000309, 0.000132, 1.2e-05, 0.013505, 0.027045, 0.056693, 0.097604, 0.131128, 0.149582, 0.144414, 0.125063, 0.098339, 0.068429, 0.043507, 0.024436, 0.012186, 0.005202, 0.001966, 0.000677, 0.000171, 4.2e-05, 1e-05, 1e-06, 0.017654, 0.047976, 0.070221, 0.099325, 0.125419, 0.140661, 0.137104, 0.118965, 0.092047, 0.064325, 0.040824, 0.023447, 0.012341, 0.005856, 0.002449, 0.000986, 0.000295, 8.4e-05, 1.8e-05, 3e-06]"
database_normalized\Tree\m1089.obj,Tree,m1089.obj,"[-0.7258568499607487, -0.06209302275935212, -0.7409912563946275, -0.6201794654270112, -0.2919592427123925, -0.07240638112780007, 0.13656, 0.12214, 0.08523, 0.0578, 0.0489, 0.0488, 0.05844, 0.06404, 0.06521, 0.05359, 0.04806, 0.04448, 0.03384, 0.02409, 0.0196, 0.01712, 0.01868, 0.02068, 0.02122, 0.01152, 0.018677, 0.012949, 0.060516, 0.165381, 0.12481, 0.130419, 0.121164, 0.099535, 0.065456, 0.015107, 0.019388, 0.018234, 0.018297, 0.016208, 0.017958, 0.016111, 0.015992, 0.019454, 0.019516, 0.024828, 0.048167, 0.102065, 0.105297, 0.111991, 0.102898, 0.07636, 0.047893, 0.032502, 0.026208, 0.025746, 0.031564, 0.036933, 0.039412, 0.03887, 0.036752, 0.035579, 0.035989, 0.036377, 0.024412, 0.004985, 0.015421, 0.085981, 0.130125, 0.135355, 0.126153, 0.102906, 0.07896, 0.064645, 0.057111, 0.051643, 0.046264, 0.037302, 0.027497, 0.01827, 0.010713, 0.006202, 0.003413, 0.001496, 0.000452, 9.1e-05, 0.026159, 0.118388, 0.171871, 0.166151, 0.136281, 0.107282, 0.081412, 0.060146, 0.043918, 0.032209, 0.022879, 0.015226, 0.009139, 0.00491, 0.002395, 0.001037, 0.000417, 0.000137, 3.1e-05, 1.2e-05]"
database_normalized\Tree\m1090.obj,Tree,m1090.obj,"[-0.631147601451482, -0.0548301471597236, -0.6687212841713555, -0.5992038587163089, -0.4288453713413296, -0.07711225527933767, 0.0658, 0.1139, 0.10296, 0.08594, 0.07646, 0.07314, 0.06986, 0.06421, 0.05685, 0.05083, 0.04379, 0.03906, 0.03275, 0.02876, 0.02365, 0.02216, 0.02226, 0.01726, 0.00822, 0.00214, 0.017389, 0.205193, 0.192742, 0.154056, 0.140632, 0.102509, 0.069639, 0.030096, 0.012864, 0.008065, 0.006936, 0.007048, 0.005196, 0.005178, 0.00532, 0.00659, 0.006585, 0.01081, 0.005093, 0.008059, 0.041909, 0.105567, 0.136468, 0.150796, 0.145138, 0.113803, 0.079693, 0.054056, 0.036133, 0.0244, 0.019413, 0.017135, 0.017143, 0.017126, 0.016275, 0.012343, 0.007991, 0.003186, 0.001203, 0.000222, 0.016599, 0.086393, 0.142693, 0.159011, 0.145547, 0.119184, 0.091844, 0.067723, 0.050465, 0.038355, 0.028465, 0.020613, 0.014227, 0.009138, 0.005214, 0.002673, 0.001285, 0.000459, 9.8e-05, 1.4e-05, 0.022365, 0.105569, 0.166278, 0.170808, 0.14134, 0.105371, 0.075976, 0.056562, 0.043858, 0.035066, 0.027347, 0.020177, 0.01337, 0.008096, 0.004508, 0.002146, 0.000806, 0.000288, 6.2e-05, 7e-06]"
database_normalized\Tree\m1091.obj,Tree,m1091.obj,"[-0.524432729750015, -0.0596441177478521, -0.6103324322228662, -0.5587976395262919, -0.3909884063637075, -0.07828074836745669, 0.04731, 0.0856, 0.09597, 0.09256, 0.0874, 0.08267, 0.08163, 0.083, 0.0774, 0.06246, 0.04745, 0.03541, 0.02887, 0.02421, 0.02087, 0.01754, 0.01327, 0.00861, 0.00586, 0.00191, 0.023452, 0.003017, 0.12516, 0.141675, 0.22143, 0.190354, 0.151922, 0.057588, 0.012968, 0.0, 0.012105, 0.003808, 0.008213, 0.006857, 0.005497, 0.00832, 0.00371, 0.009554, 0.002278, 0.012092, 0.01576, 0.05129, 0.081447, 0.110945, 0.127913, 0.130355, 0.119441, 0.095493, 0.069711, 0.051366, 0.03209, 0.019474, 0.017058, 0.01561, 0.014349, 0.015115, 0.013647, 0.010839, 0.007008, 0.001089, 0.004969, 0.032366, 0.072039, 0.11069, 0.134417, 0.140973, 0.128206, 0.105918, 0.079193, 0.056041, 0.040007, 0.029342, 0.022338, 0.01689, 0.012, 0.007676, 0.004428, 0.001899, 0.000527, 8.1e-05, 0.007587, 0.042936, 0.09103, 0.128735, 0.144461, 0.140429, 0.121055, 0.095586, 0.071094, 0.051031, 0.036203, 0.025762, 0.018091, 0.011941, 0.00744, 0.004009, 0.001856, 0.000582, 0.000146, 2.6e-05]"
database_normalized\Tree\m1092.obj,Tree,m1092.obj,"[-0.3788770692159984, -0.06101074335555215, -0.684398042429192, -0.59090289057737, 4.034980036964315, -0.07894233788987898, 0.05441, 0.08682, 0.08923, 0.08248, 0.08653, 0.08991, 0.09034, 0.08312, 0.07214, 0.05631, 0.04245, 0.03363, 0.02783, 0.02504, 0.02212, 0.02081, 0.01627, 0.01146, 0.00686, 0.00224, 0.027418, 0.029009, 0.044058, 0.041449, 0.078344, 0.084181, 0.096641, 0.078255, 0.07583, 0.044234, 0.056426, 0.047789, 0.082347, 0.050361, 0.053653, 0.045685, 0.041335, 0.007653, 0.013854, 0.001478, 0.017632, 0.051448, 0.067988, 0.077888, 0.071202, 0.074969, 0.09538, 0.110203, 0.107575, 0.100735, 0.086441, 0.062832, 0.039968, 0.018304, 0.008164, 0.004817, 0.002814, 0.001272, 0.000318, 5e-05, 0.003187, 0.025387, 0.061268, 0.093447, 0.10996, 0.110838, 0.107474, 0.099625, 0.087835, 0.076514, 0.068849, 0.056824, 0.042243, 0.02824, 0.01688, 0.007985, 0.002769, 0.00053, 0.000118, 2.7e-05, 0.007001, 0.041486, 0.086626, 0.120849, 0.134383, 0.131085, 0.115839, 0.095856, 0.076054, 0.058378, 0.043408, 0.031571, 0.022498, 0.01529, 0.009608, 0.005535, 0.002899, 0.001207, 0.000367, 6e-05]"
database_normalized\Tree\m1093.obj,Tree,m1093.obj,"[-0.685333866974899, -0.045601051835118, -0.8231551181986113, -0.6521860093828615, 0.9060241924963985, -0.07889329584975413, 0.09117, 0.10494, 0.09013, 0.08187, 0.07528, 0.07112, 0.0706, 0.06967, 0.0639, 0.05382, 0.0428, 0.03183, 0.0261, 0.02089, 0.02001, 0.01984, 0.01928, 0.022, 0.01817, 0.00658, 0.045955, 0.105969, 0.119245, 0.119987, 0.120791, 0.102195, 0.088011, 0.079295, 0.082703, 0.059988, 0.024321, 0.007518, 0.009025, 0.000715, 0.008171, 0.006834, 0.001384, 0.006139, 0.004146, 0.007608, 0.024443, 0.066936, 0.087946, 0.097429, 0.101796, 0.102702, 0.101097, 0.096561, 0.08077, 0.061883, 0.044359, 0.032752, 0.025995, 0.019258, 0.015453, 0.013571, 0.013733, 0.009204, 0.003458, 0.000654, 0.021191, 0.088846, 0.142696, 0.154153, 0.133658, 0.110506, 0.090582, 0.072445, 0.056931, 0.043031, 0.031639, 0.022013, 0.014463, 0.008857, 0.004955, 0.002475, 0.001017, 0.000418, 0.000112, 1.2e-05, 0.040316, 0.162616, 0.209524, 0.169785, 0.117887, 0.082246, 0.060139, 0.045481, 0.034476, 0.025787, 0.01845, 0.012996, 0.008658, 0.005453, 0.003238, 0.001743, 0.000784, 0.000304, 0.000106, 1.1e-05]"
database_normalized\Tree\m1095.obj,Tree,m1095.obj,"[-0.6521164783788114, -0.061945133970834156, -0.799936454659425, -0.637238172182212, 0.12381509144326096, -0.07800820219127341, 0.04818, 0.08035, 0.09681, 0.10053, 0.09757, 0.08762, 0.08283, 0.0734, 0.06221, 0.05162, 0.04187, 0.0354, 0.0318, 0.0297, 0.02574, 0.02103, 0.01636, 0.01001, 0.00533, 0.00164, 0.009812, 0.02381, 0.052634, 0.052693, 0.067878, 0.066787, 0.096553, 0.099816, 0.106124, 0.117902, 0.119967, 0.082114, 0.061715, 0.022274, 0.001647, 0.00242, 0.00089, 0.002477, 0.001676, 0.010811, 0.011046, 0.028532, 0.033387, 0.044289, 0.061597, 0.078972, 0.086441, 0.094716, 0.106319, 0.08806, 0.072707, 0.06347, 0.058377, 0.051143, 0.042771, 0.034785, 0.025316, 0.012901, 0.004191, 0.00098, 0.003265, 0.018744, 0.037255, 0.060759, 0.08105, 0.097749, 0.110717, 0.118352, 0.117629, 0.098686, 0.07585, 0.056163, 0.043472, 0.031944, 0.021467, 0.01279, 0.00734, 0.004248, 0.002238, 0.000282, 0.007545, 0.03911, 0.080975, 0.114353, 0.134767, 0.141455, 0.134677, 0.115671, 0.087707, 0.059523, 0.03403, 0.017233, 0.011053, 0.007783, 0.005643, 0.004095, 0.002532, 0.0013, 0.000471, 7.7e-05]"
database_normalized\Tree\m1096.obj,Tree,m1096.obj,"[-0.6901639186360247, -0.06412837632781433, -0.6608694260036244, -0.5741901103774077, -0.6314620163695547, -0.07470911852141524, 0.11545, 0.11982, 0.09747, 0.06991, 0.05062, 0.04738, 0.05901, 0.07654, 0.07406, 0.05972, 0.03971, 0.02604, 0.01958, 0.02017, 0.02284, 0.02637, 0.02633, 0.02412, 0.01844, 0.00642, 0.024356, 0.031505, 0.026013, 0.022802, 0.020211, 0.019408, 0.030049, 0.026756, 0.067839, 0.297134, 0.089099, 0.151287, 0.025505, 0.020306, 0.023685, 0.021875, 0.022914, 0.022965, 0.02429, 0.032001, 0.020668, 0.054373, 0.055714, 0.061537, 0.070934, 0.082557, 0.083029, 0.069883, 0.061278, 0.057395, 0.052699, 0.046662, 0.043894, 0.042514, 0.0434, 0.042534, 0.040073, 0.035959, 0.025695, 0.009202, 0.003005, 0.023936, 0.055454, 0.081593, 0.094323, 0.101207, 0.103436, 0.100296, 0.089277, 0.076194, 0.065739, 0.056269, 0.045583, 0.035477, 0.02615, 0.018943, 0.012656, 0.007294, 0.002745, 0.000423, 0.00787, 0.042663, 0.086782, 0.118125, 0.130401, 0.127398, 0.11363, 0.095404, 0.078181, 0.061751, 0.046022, 0.033099, 0.022713, 0.015185, 0.009841, 0.006114, 0.003193, 0.00126, 0.000325, 4.3e-05]"
database_normalized\Tree\m1097.obj,Tree,m1097.obj,"[-0.7932241704395099, 11.893042772332551, -0.721001281850661, -0.6282422267053084, -0.6668694367626267, 40.93107262106608, 0.18652, 0.12492, 0.08445, 0.06673, 0.05783, 0.0505, 0.0446, 0.04036, 0.0362, 0.0322, 0.02905, 0.0274, 0.02575, 0.02419, 0.02409, 0.02463, 0.02543, 0.02864, 0.03193, 0.03458, 0.042439, 0.082332, 0.090029, 0.09173, 0.106599, 0.123125, 0.114093, 0.091768, 0.064695, 0.04256, 0.020828, 0.012139, 0.012888, 0.013521, 0.014026, 0.013444, 0.015648, 0.016261, 0.014806, 0.017069, 0.050036, 0.101323, 0.128924, 0.136824, 0.123757, 0.09688, 0.067561, 0.04359, 0.033534, 0.031941, 0.032285, 0.031861, 0.029988, 0.027756, 0.023426, 0.01761, 0.012304, 0.007083, 0.002802, 0.000515, 0.023229, 0.080173, 0.113977, 0.130122, 0.131267, 0.120062, 0.101839, 0.081247, 0.06094, 0.044863, 0.033219, 0.024985, 0.018632, 0.01376, 0.009354, 0.006284, 0.00369, 0.001726, 0.00056, 7.1e-05, 0.300659, 0.008745, 0.023862, 0.044266, 0.06503, 0.081159, 0.089335, 0.089184, 0.082895, 0.071036, 0.05658, 0.039301, 0.023604, 0.012315, 0.006294, 0.00325, 0.001625, 0.000642, 0.000192, 2.6e-05]"
database_normalized\Tree\m1098.obj,Tree,m1098.obj,"[-0.4971875733254217, -0.05560720584707509, -0.7800387639334154, -0.6130278196067153, 0.8589644518283732, -0.07896632494634227, 0.04489, 0.08176, 0.09815, 0.10167, 0.0996, 0.09088, 0.08104, 0.07084, 0.06014, 0.05115, 0.04179, 0.03649, 0.03254, 0.02771, 0.02345, 0.02001, 0.01617, 0.01133, 0.00763, 0.00276, 0.029667, 0.051029, 0.063524, 0.066696, 0.062874, 0.071315, 0.061229, 0.04577, 0.055799, 0.054411, 0.051364, 0.050271, 0.045535, 0.041689, 0.049271, 0.047431, 0.058496, 0.046063, 0.031972, 0.015594, 0.013709, 0.036834, 0.063248, 0.080596, 0.087885, 0.094264, 0.101357, 0.104476, 0.102464, 0.091068, 0.070791, 0.051697, 0.035823, 0.024834, 0.017707, 0.011993, 0.007283, 0.002886, 0.000903, 0.000182, 0.00489, 0.031422, 0.06598, 0.098076, 0.119508, 0.126676, 0.12137, 0.10748, 0.092403, 0.07684, 0.05853, 0.040963, 0.02525, 0.01515, 0.008387, 0.004261, 0.001924, 0.000686, 0.000163, 4.1e-05, 0.011789, 0.059968, 0.112469, 0.145672, 0.154086, 0.14126, 0.116515, 0.089112, 0.063559, 0.043677, 0.027895, 0.016688, 0.009255, 0.004667, 0.00218, 0.000845, 0.000256, 8.6e-05, 1.7e-05, 4e-06]"
database_normalized\Truck\D00002.obj,Truck,D00002.obj,"[-0.41443751749183544, -0.036009895292708545, -0.40453516807667406, -0.17565681621948684, -0.32410326896494757, -0.0738303459754255, 0.06496, 0.08928, 0.10485, 0.09628, 0.07623, 0.06985, 0.06814, 0.06451, 0.06099, 0.06122, 0.05436, 0.04628, 0.0378, 0.02961, 0.02368, 0.01878, 0.0147, 0.00979, 0.006, 0.00269, 0.010569, 0.005857, 0.021506, 0.054121, 0.067451, 0.13527, 0.158878, 0.219496, 0.191287, 0.073754, 0.054579, 0.005124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002108, 0.035413, 0.06272, 0.083939, 0.106863, 0.122514, 0.125904, 0.0815, 0.067662, 0.093224, 0.100744, 0.069526, 0.033756, 0.013073, 0.001344, 0.000132, 0.00016, 0.00042, 0.000633, 0.000314, 0.000159, 0.003197, 0.020494, 0.042478, 0.063347, 0.078678, 0.089559, 0.100875, 0.103445, 0.103558, 0.100306, 0.096251, 0.08751, 0.064079, 0.033309, 0.010795, 0.001206, 0.000413, 0.000298, 0.000172, 3e-05, 0.003894, 0.021058, 0.04479, 0.067796, 0.086998, 0.099765, 0.106131, 0.10572, 0.100031, 0.093042, 0.083051, 0.071901, 0.056671, 0.036359, 0.016264, 0.004972, 0.001247, 0.000261, 4.2e-05, 7e-06]"
database_normalized\Truck\D00003.obj,Truck,D00003.obj,"[2.7544097186976595, 0.019832101011357097, 1.8496550705402572, 1.3726772404658274, -0.5525756064326098, -0.07426133753522302, 0.06319, 0.11242, 0.11191, 0.09021, 0.07261, 0.06405, 0.0604, 0.06034, 0.05867, 0.05616, 0.04842, 0.0408, 0.03613, 0.0325, 0.02667, 0.02219, 0.01806, 0.01339, 0.00851, 0.00337, 0.009146, 0.03373, 0.034688, 0.067557, 0.048712, 0.029101, 0.04448, 0.052151, 0.074239, 0.044674, 0.047748, 0.04331, 0.062121, 0.176449, 0.077236, 0.050079, 0.057927, 0.013183, 0.019471, 0.013998, 0.012157, 0.036063, 0.055687, 0.071022, 0.08789, 0.091466, 0.092729, 0.083696, 0.079739, 0.059116, 0.04284, 0.038075, 0.044894, 0.043875, 0.041735, 0.047609, 0.039023, 0.020618, 0.010284, 0.001482, 0.002081, 0.010634, 0.024726, 0.044854, 0.066003, 0.086097, 0.101606, 0.111182, 0.111955, 0.104428, 0.089872, 0.076691, 0.063412, 0.048767, 0.031974, 0.01741, 0.006223, 0.001754, 0.000318, 1.3e-05, 0.002584, 0.015517, 0.036424, 0.060219, 0.084589, 0.104189, 0.116008, 0.119787, 0.113893, 0.09999, 0.081397, 0.061723, 0.043278, 0.029178, 0.01719, 0.008693, 0.003794, 0.001256, 0.000258, 3.3e-05]"
database_normalized\Truck\D00010.obj,Truck,D00010.obj,"[2.3785512681518215, -0.017118232022002206, 2.4783049327368185, 2.578477473466566, 0.20147990061701468, -0.06668580519978026, 0.09414, 0.12358, 0.10432, 0.07353, 0.06377, 0.05978, 0.0569, 0.05496, 0.05423, 0.05209, 0.04901, 0.04091, 0.03662, 0.03144, 0.02843, 0.02406, 0.02046, 0.01617, 0.01131, 0.00429, 0.008424, 0.016796, 0.024037, 0.039713, 0.027558, 0.030442, 0.062879, 0.11296, 0.149148, 0.095278, 0.07771, 0.176167, 0.072381, 0.045916, 0.033532, 0.008394, 0.014554, 0.002759, 0.000552, 0.0008, 0.020047, 0.056357, 0.085399, 0.099462, 0.101527, 0.08924, 0.059587, 0.032289, 0.028436, 0.042754, 0.056807, 0.061413, 0.075675, 0.066453, 0.048642, 0.045531, 0.021177, 0.004766, 0.004157, 0.000281, 0.002969, 0.017266, 0.038745, 0.062983, 0.084281, 0.10029, 0.107491, 0.103081, 0.095251, 0.087453, 0.08406, 0.079705, 0.065308, 0.04346, 0.020108, 0.00595, 0.001253, 0.000265, 6.6e-05, 1.5e-05, 0.003837, 0.02267, 0.052393, 0.082862, 0.109262, 0.125739, 0.130442, 0.122976, 0.106562, 0.084776, 0.062086, 0.042468, 0.026849, 0.015418, 0.007845, 0.002929, 0.000744, 0.000105, 3e-05, 7e-06]"
database_normalized\Truck\D00029.obj,Truck,D00029.obj,"[3.5892850641733243, 0.0687709268243073, 8.779615620971077, 8.029098612192083, -0.3059961739538087, -0.062140011425313134, 0.1324, 0.16549, 0.09113, 0.06486, 0.05187, 0.04497, 0.04102, 0.0387, 0.03947, 0.03823, 0.03603, 0.033, 0.03281, 0.03373, 0.03568, 0.03676, 0.03315, 0.02731, 0.01743, 0.00596, 0.006255, 0.013883, 0.021539, 0.024594, 0.031067, 0.026075, 0.036398, 0.110359, 0.158966, 0.116766, 0.091083, 0.047732, 0.025982, 0.07066, 0.068802, 0.038857, 0.053788, 0.025855, 0.019072, 0.012267, 0.039965, 0.100124, 0.11369, 0.108878, 0.08225, 0.056374, 0.042049, 0.046628, 0.057367, 0.065552, 0.062741, 0.071223, 0.057758, 0.037343, 0.025582, 0.015811, 0.009994, 0.004658, 0.001677, 0.000336, 0.002683, 0.020306, 0.041504, 0.060531, 0.081555, 0.100923, 0.108235, 0.108662, 0.10593, 0.100735, 0.09012, 0.0727, 0.051226, 0.030923, 0.01518, 0.006181, 0.001974, 0.00049, 0.000123, 1.9e-05, 0.004086, 0.025323, 0.056623, 0.088681, 0.116546, 0.134189, 0.137788, 0.127456, 0.106566, 0.080791, 0.05616, 0.035382, 0.018966, 0.008135, 0.002555, 0.000599, 0.000128, 1.9e-05, 4e-06, 3e-06]"
database_normalized\Truck\D00047.obj,Truck,D00047.obj,"[0.8859650033643729, -0.02242891273493173, 2.4551585183479148, 2.0477269642786666, -0.057518150109621594, -0.0581097394928661, 0.18977, 0.12502, 0.06227, 0.04758, 0.05139, 0.05154, 0.04325, 0.04759, 0.04704, 0.0518, 0.04812, 0.03482, 0.02564, 0.02824, 0.02911, 0.02476, 0.0243, 0.0271, 0.02786, 0.0128, 0.004488, 0.017591, 0.018741, 0.018923, 0.012782, 0.002784, 0.005492, 0.025233, 0.109457, 0.069112, 0.090393, 0.170074, 0.155255, 0.088229, 0.103655, 0.039923, 0.0, 0.006635, 0.057876, 0.003357, 0.065648, 0.073388, 0.147021, 0.088509, 0.079805, 0.041184, 0.015481, 0.009016, 0.00874, 0.012988, 0.014264, 0.023252, 0.056249, 0.071948, 0.105143, 0.067467, 0.07575, 0.017176, 0.02275, 0.004221, 0.011607, 0.047207, 0.065747, 0.08658, 0.093181, 0.09012, 0.081475, 0.060473, 0.051913, 0.067144, 0.083813, 0.082164, 0.056883, 0.030289, 0.026236, 0.028608, 0.022443, 0.010904, 0.002901, 0.000312, 0.013494, 0.060168, 0.100783, 0.11986, 0.122448, 0.126498, 0.122883, 0.097945, 0.063583, 0.036614, 0.025122, 0.025909, 0.031333, 0.029837, 0.018096, 0.00469, 0.000566, 0.000111, 5.3e-05, 7e-06]"
database_normalized\Truck\D00056.obj,Truck,D00056.obj,"[1.3449323017816217, 0.021404187530025032, 1.5841820263244464, 0.8928632041888265, -0.08027699922886473, -0.06109380208699536, 0.14393, 0.13361, 0.07231, 0.05523, 0.04482, 0.04562, 0.04414, 0.05205, 0.06708, 0.07834, 0.05699, 0.03793, 0.03086, 0.02358, 0.0224, 0.02278, 0.02315, 0.02123, 0.01631, 0.00764, 0.020632, 0.054589, 0.103193, 0.036483, 0.03258, 0.065092, 0.208297, 0.260609, 0.0, 0.0, 0.0, 0.0, 0.01082, 0.036004, 0.035205, 0.029466, 0.040688, 0.022924, 0.00563, 0.037788, 0.081018, 0.069488, 0.149189, 0.098355, 0.071238, 0.082832, 0.065303, 0.039696, 0.013377, 0.014954, 0.019301, 0.018369, 0.019013, 0.019736, 0.043899, 0.058738, 0.049453, 0.043824, 0.026273, 0.015944, 0.021616, 0.054933, 0.081009, 0.092473, 0.098801, 0.092003, 0.104668, 0.093238, 0.063781, 0.053522, 0.06184, 0.078221, 0.060992, 0.027033, 0.009245, 0.004084, 0.001901, 0.000567, 6.6e-05, 7e-06, 0.019222, 0.066054, 0.09514, 0.119459, 0.130454, 0.129007, 0.117001, 0.096902, 0.073098, 0.052811, 0.043669, 0.032749, 0.016761, 0.005683, 0.001552, 0.000349, 6.3e-05, 2e-05, 5e-06, 1e-06]"
database_normalized\Truck\D00112.obj,Truck,D00112.obj,"[3.4966029016434477, 0.023316361416536344, 5.1827171512766474, 4.854510106393112, -0.012542954538862054, -0.06672755299826316, 0.13262, 0.13823, 0.08692, 0.06676, 0.05829, 0.05394, 0.0503, 0.04682, 0.04642, 0.04406, 0.03948, 0.03672, 0.03451, 0.0315, 0.02979, 0.02829, 0.02636, 0.02427, 0.0177, 0.00702, 0.008898, 0.007197, 0.00323, 0.021433, 0.030159, 0.072382, 0.096082, 0.101559, 0.126428, 0.121737, 0.100459, 0.128888, 0.066963, 0.048384, 0.013916, 0.006064, 0.00254, 0.007195, 0.029324, 0.007162, 0.024647, 0.078592, 0.115685, 0.11191, 0.076633, 0.051482, 0.035095, 0.035172, 0.038103, 0.050875, 0.061448, 0.072861, 0.061158, 0.061635, 0.042783, 0.03724, 0.019847, 0.011174, 0.012449, 0.001211, 0.002692, 0.01971, 0.048626, 0.07467, 0.092173, 0.099024, 0.100537, 0.097507, 0.093954, 0.090511, 0.079627, 0.062285, 0.045845, 0.033326, 0.024845, 0.017836, 0.010995, 0.004605, 0.001117, 0.000115, 0.005002, 0.02964, 0.066238, 0.101371, 0.123039, 0.128962, 0.122379, 0.105879, 0.087139, 0.069315, 0.053377, 0.04033, 0.02932, 0.019683, 0.011129, 0.004898, 0.001722, 0.000475, 9.4e-05, 8e-06]"
database_normalized\Truck\D00158.obj,Truck,D00158.obj,"[2.7279789888654107, 0.026950230485610148, 1.7421418150716497, 1.8271605021105715, -0.0813784818803737, -0.07394189719769369, 0.06614, 0.10689, 0.10403, 0.08778, 0.0777, 0.0697, 0.0633, 0.05823, 0.05783, 0.05939, 0.05391, 0.04519, 0.03824, 0.03215, 0.02495, 0.01897, 0.01482, 0.01098, 0.00701, 0.00279, 0.011072, 0.017455, 0.022505, 0.045502, 0.039102, 0.048383, 0.051987, 0.127782, 0.073283, 0.075385, 0.060517, 0.193536, 0.074116, 0.062821, 0.036326, 0.010732, 0.019959, 0.001148, 0.008058, 0.020331, 0.015591, 0.04029, 0.062729, 0.08018, 0.093906, 0.088849, 0.08478, 0.069313, 0.05775, 0.051527, 0.045936, 0.055488, 0.054788, 0.052881, 0.056811, 0.046656, 0.019437, 0.011684, 0.006699, 0.004705, 0.002273, 0.011069, 0.025562, 0.040864, 0.058115, 0.075218, 0.088372, 0.097368, 0.099462, 0.095183, 0.088931, 0.081489, 0.072726, 0.061088, 0.047652, 0.032105, 0.016074, 0.005292, 0.001055, 0.000102, 0.003532, 0.019265, 0.042717, 0.067435, 0.090759, 0.107605, 0.117677, 0.118417, 0.109591, 0.094558, 0.076839, 0.058738, 0.042062, 0.026971, 0.014677, 0.006466, 0.002198, 0.000431, 5.6e-05, 6e-06]"
database_normalized\Truck\D00241.obj,Truck,D00241.obj,"[-0.4315720047555052, -0.052721699524533754, 0.042318169122015116, 0.2721575809344889, -0.31532730179190027, -0.055526990650045675, 0.14828, 0.15668, 0.07731, 0.05538, 0.05037, 0.04461, 0.04542, 0.04646, 0.04589, 0.04373, 0.04175, 0.03732, 0.03179, 0.03122, 0.02871, 0.03043, 0.02488, 0.02376, 0.02345, 0.01256, 0.0619, 0.074969, 0.078136, 0.053425, 0.060224, 0.049762, 0.060251, 0.034781, 0.008912, 0.001289, 0.049035, 0.055812, 0.06618, 0.106755, 0.103751, 0.103784, 0.029073, 0.000654, 0.000636, 0.000671, 0.056877, 0.078609, 0.138808, 0.088854, 0.053438, 0.054404, 0.047097, 0.057167, 0.058788, 0.072482, 0.077462, 0.056657, 0.033113, 0.015435, 0.031831, 0.037446, 0.031398, 0.009686, 0.000379, 6.9e-05, 0.004673, 0.027521, 0.053561, 0.08398, 0.098189, 0.092106, 0.07881, 0.075269, 0.082402, 0.098694, 0.099285, 0.071271, 0.05044, 0.044677, 0.026459, 0.009093, 0.00276, 0.000672, 0.000122, 1.6e-05, 0.005112, 0.028365, 0.05996, 0.088922, 0.106857, 0.113133, 0.114586, 0.113601, 0.103929, 0.084199, 0.061643, 0.04374, 0.030173, 0.019997, 0.012451, 0.007755, 0.004017, 0.001355, 0.000192, 1.3e-05]"
database_normalized\Truck\D00287.obj,Truck,D00287.obj,"[3.2335034409714445, -0.011699529755719536, 2.316069282420145, 2.36176212848199, -0.2730423718750179, -0.07343526189197898, 0.06657, 0.0826, 0.09419, 0.10256, 0.08585, 0.07344, 0.06906, 0.06661, 0.06442, 0.05782, 0.05282, 0.04357, 0.0357, 0.0287, 0.02387, 0.01905, 0.01398, 0.00994, 0.00664, 0.00261, 0.004443, 0.00443, 0.008893, 0.017225, 0.010802, 0.027452, 0.053812, 0.056689, 0.065436, 0.071909, 0.064738, 0.078454, 0.08682, 0.078954, 0.085967, 0.063381, 0.087755, 0.096667, 0.021064, 0.015109, 0.010271, 0.038976, 0.051375, 0.050251, 0.046668, 0.051682, 0.084703, 0.109771, 0.084734, 0.059433, 0.061025, 0.059367, 0.055631, 0.057834, 0.055489, 0.04778, 0.036496, 0.022333, 0.012919, 0.003262, 0.000968, 0.008076, 0.022132, 0.036825, 0.053481, 0.070621, 0.083957, 0.088346, 0.085113, 0.0782, 0.074965, 0.076286, 0.076943, 0.078191, 0.073167, 0.054143, 0.028648, 0.008692, 0.001183, 6.3e-05, 0.002266, 0.014453, 0.035099, 0.057909, 0.077962, 0.093665, 0.102459, 0.104831, 0.103952, 0.098832, 0.08944, 0.074938, 0.057716, 0.03991, 0.024911, 0.0136, 0.005999, 0.001777, 0.000263, 1.8e-05]"
