file_path,file_class,file_name,A3
database_normalized\Humanoid\m160.obj,Humanoid,m160.obj,"[0.11265 0.13587 0.10464 0.08067 0.06832 0.05573 0.04731 0.04089 0.03728
 0.03753 0.03443 0.03333 0.03322 0.03372 0.03245 0.03271 0.02981 0.02622
 0.0173  0.00592]"
database_normalized\Humanoid\m161.obj,Humanoid,m161.obj,"[0.09441 0.14386 0.11832 0.08466 0.06695 0.05328 0.04624 0.04051 0.03701
 0.0362  0.03475 0.03379 0.03254 0.03328 0.03459 0.03343 0.03061 0.02521
 0.01558 0.00478]"
database_normalized\Humanoid\m162.obj,Humanoid,m162.obj,"[0.11784 0.13887 0.10759 0.08112 0.06359 0.04955 0.04329 0.04046 0.0386
 0.03722 0.03334 0.03166 0.03222 0.03381 0.03641 0.03525 0.03343 0.02483
 0.01584 0.00508]"
database_normalized\Humanoid\m163.obj,Humanoid,m163.obj,"[0.10958 0.16678 0.11665 0.0782  0.05833 0.04618 0.03826 0.03407 0.03043
 0.02943 0.02845 0.0297  0.03054 0.03344 0.03607 0.03806 0.03916 0.03104
 0.01924 0.00639]"
database_normalized\Humanoid\m164.obj,Humanoid,m164.obj,"[0.09278 0.1475  0.11735 0.08492 0.06524 0.05233 0.04398 0.04103 0.03817
 0.03831 0.03604 0.0335  0.03225 0.033   0.03345 0.03353 0.03087 0.02416
 0.01624 0.00535]"
database_normalized\Humanoid\m165.obj,Humanoid,m165.obj,"[0.10452 0.14493 0.11613 0.08207 0.06256 0.04971 0.04409 0.04076 0.04028
 0.03642 0.03268 0.02944 0.02973 0.03193 0.03429 0.03677 0.03451 0.02764
 0.01578 0.00576]"
database_normalized\Humanoid\m166.obj,Humanoid,m166.obj,"[0.10171 0.14434 0.11579 0.0859  0.06454 0.05205 0.04408 0.03972 0.0362
 0.03414 0.03318 0.03147 0.03171 0.03356 0.03506 0.03638 0.03419 0.02593
 0.01493 0.00512]"
database_normalized\Humanoid\m167.obj,Humanoid,m167.obj,"[0.04598 0.09339 0.10504 0.10388 0.09155 0.0842  0.07266 0.06388 0.05692
 0.04932 0.0435  0.03811 0.03523 0.0325  0.02727 0.02217 0.01657 0.01044
 0.00543 0.00196]"
database_normalized\Humanoid\m168.obj,Humanoid,m168.obj,"[0.12773 0.138   0.10646 0.07804 0.05947 0.0452  0.03954 0.0399  0.04131
 0.03929 0.03707 0.03501 0.03182 0.02986 0.03438 0.03535 0.03279 0.02629
 0.01716 0.00533]"
database_normalized\Humanoid\m169.obj,Humanoid,m169.obj,"[0.11577 0.14411 0.11195 0.08027 0.06219 0.05176 0.04353 0.03735 0.03523
 0.03482 0.03252 0.03003 0.03118 0.03202 0.03479 0.03564 0.03359 0.02698
 0.01954 0.00673]"
database_normalized\Humanoid\m170.obj,Humanoid,m170.obj,"[0.12589 0.15655 0.11355 0.07728 0.05705 0.04458 0.0376  0.03499 0.03264
 0.03216 0.02966 0.0294  0.02927 0.02975 0.03247 0.03331 0.03496 0.03329
 0.02547 0.01013]"
database_normalized\Humanoid\m171.obj,Humanoid,m171.obj,"[0.10227 0.13759 0.10849 0.08776 0.06839 0.05576 0.04763 0.04346 0.03748
 0.03619 0.03323 0.03183 0.03226 0.0332  0.03361 0.03195 0.02979 0.02591
 0.01705 0.00615]"
database_normalized\Humanoid\m172.obj,Humanoid,m172.obj,"[0.12386 0.15032 0.11071 0.0789  0.06024 0.04753 0.04019 0.03577 0.03294
 0.03199 0.03075 0.02823 0.02919 0.03067 0.03335 0.03592 0.03554 0.03123
 0.02408 0.00859]"
database_normalized\Humanoid\m173.obj,Humanoid,m173.obj,"[0.11186 0.13716 0.10889 0.07883 0.06079 0.05126 0.04878 0.04651 0.04581
 0.04036 0.03418 0.03207 0.03047 0.03175 0.03101 0.0323  0.03135 0.02503
 0.01631 0.00528]"
database_normalized\Humanoid\m174.obj,Humanoid,m174.obj,"[0.10341 0.14443 0.10874 0.08029 0.0635  0.05255 0.04638 0.0421  0.04018
 0.03959 0.03689 0.03399 0.03263 0.03289 0.03324 0.0335  0.03083 0.02338
 0.01555 0.00593]"
database_normalized\Humanoid\m175.obj,Humanoid,m175.obj,"[0.08908 0.14399 0.12161 0.09022 0.06758 0.05387 0.04492 0.0396  0.03755
 0.03567 0.03457 0.03265 0.03223 0.03295 0.03497 0.03297 0.03053 0.02402
 0.01555 0.00547]"
database_normalized\Humanoid\m176.obj,Humanoid,m176.obj,"[0.07661 0.11614 0.11161 0.09543 0.07939 0.06618 0.05678 0.05074 0.04688
 0.04223 0.03863 0.03542 0.03302 0.03203 0.03019 0.02709 0.02497 0.01952
 0.01263 0.00451]"
database_normalized\Humanoid\m177.obj,Humanoid,m177.obj,"[0.05698 0.1181  0.11951 0.1001  0.08003 0.06686 0.05738 0.05225 0.04836
 0.04525 0.04155 0.03784 0.03383 0.03316 0.03091 0.02779 0.02201 0.01546
 0.00932 0.00331]"
database_normalized\Humanoid\m178.obj,Humanoid,m178.obj,"[0.09543 0.14918 0.11423 0.08563 0.06619 0.05311 0.04546 0.03951 0.03742
 0.03457 0.03412 0.0323  0.03205 0.03196 0.03236 0.03442 0.03218 0.02637
 0.01683 0.00668]"
database_normalized\Humanoid\m179.obj,Humanoid,m179.obj,"[0.09803 0.13672 0.11297 0.08614 0.06871 0.05752 0.04788 0.0435  0.03979
 0.0365  0.03338 0.03265 0.03213 0.0314  0.03203 0.03121 0.02926 0.02559
 0.01849 0.0061 ]"
database_normalized\Humanoid\m180.obj,Humanoid,m180.obj,"[0.10349 0.15083 0.11104 0.08279 0.06337 0.05176 0.0451  0.0403  0.03739
 0.03581 0.0334  0.03162 0.03219 0.03055 0.03272 0.0329  0.03147 0.02721
 0.01876 0.0073 ]"
database_normalized\Humanoid\m181.obj,Humanoid,m181.obj,"[0.09789 0.12951 0.11377 0.08934 0.06867 0.05505 0.04857 0.04229 0.04123
 0.03863 0.03684 0.03242 0.03418 0.03691 0.03417 0.03253 0.02857 0.02149
 0.01344 0.0045 ]"
database_normalized\Humanoid\m182.obj,Humanoid,m182.obj,"[0.13043 0.1471  0.10794 0.07939 0.06037 0.04726 0.03927 0.03591 0.03326
 0.03192 0.03054 0.0297  0.03101 0.03261 0.03348 0.03406 0.03319 0.03077
 0.02291 0.00888]"
database_normalized\Humanoid\m183.obj,Humanoid,m183.obj,"[0.04981 0.0877  0.09695 0.09638 0.09233 0.08975 0.07789 0.06859 0.05996
 0.05212 0.04495 0.03937 0.0339  0.0293  0.02422 0.01983 0.0162  0.01124
 0.00677 0.00274]"
database_normalized\Humanoid\m184.obj,Humanoid,m184.obj,"[0.09666 0.14612 0.11927 0.08422 0.06652 0.05225 0.04527 0.03932 0.03788
 0.03444 0.03144 0.03061 0.03147 0.03159 0.03275 0.03394 0.03448 0.02802
 0.018   0.00575]"
database_normalized\Humanoid\m185.obj,Humanoid,m185.obj,"[0.09726 0.14818 0.11979 0.0845  0.06553 0.04958 0.04132 0.03931 0.03585
 0.03355 0.03209 0.03133 0.03142 0.03226 0.03475 0.03612 0.03365 0.02759
 0.01886 0.00706]"
database_normalized\Humanoid\m186.obj,Humanoid,m186.obj,"[0.10255 0.15138 0.11814 0.08514 0.06223 0.05087 0.04186 0.03838 0.0351
 0.03323 0.03167 0.03012 0.02948 0.03276 0.03385 0.03585 0.03395 0.02811
 0.01811 0.00722]"
database_normalized\Humanoid\m187.obj,Humanoid,m187.obj,"[0.06198 0.09417 0.10034 0.10156 0.09137 0.07957 0.07021 0.06131 0.054
 0.04823 0.04214 0.03811 0.03449 0.02966 0.02614 0.02136 0.01766 0.01382
 0.01014 0.00374]"
database_normalized\Humanoid\m188.obj,Humanoid,m188.obj,"[0.10855 0.1304  0.11094 0.08147 0.0594  0.04741 0.046   0.04816 0.05065
 0.04547 0.03683 0.03141 0.03083 0.0307  0.03128 0.03385 0.03148 0.02507
 0.01466 0.00544]"
database_normalized\Humanoid\m189.obj,Humanoid,m189.obj,"[0.14597 0.16988 0.10764 0.0716  0.05007 0.03882 0.03329 0.02908 0.02851
 0.02898 0.02761 0.02636 0.02759 0.02866 0.03252 0.0367  0.03993 0.03792
 0.0282  0.01067]"
database_normalized\Humanoid\m190.obj,Humanoid,m190.obj,"[0.06295 0.11441 0.11734 0.09499 0.07818 0.06518 0.057   0.0557  0.04954
 0.04699 0.04354 0.04007 0.03692 0.03349 0.02989 0.0248  0.02062 0.01522
 0.00965 0.00352]"
database_normalized\Humanoid\m191.obj,Humanoid,m191.obj,"[0.04884 0.10111 0.11543 0.10306 0.08876 0.07591 0.06602 0.0583  0.05362
 0.04891 0.04321 0.03957 0.03473 0.0325  0.02844 0.02259 0.01731 0.01231
 0.00708 0.0023 ]"
database_normalized\Humanoid\m192.obj,Humanoid,m192.obj,"[0.09677 0.14079 0.11908 0.08664 0.06876 0.05164 0.04404 0.03992 0.03682
 0.03594 0.03284 0.0316  0.0327  0.03223 0.03402 0.03346 0.03238 0.02728
 0.01747 0.00562]"
database_normalized\Humanoid\m193.obj,Humanoid,m193.obj,"[0.10299 0.14352 0.10824 0.08119 0.06108 0.04946 0.04487 0.04442 0.04312
 0.04366 0.03961 0.03604 0.03365 0.03414 0.03199 0.03115 0.02778 0.02353
 0.01435 0.00521]"
database_normalized\Humanoid\m194.obj,Humanoid,m194.obj,"[0.08818 0.14512 0.11612 0.08776 0.06739 0.05546 0.04639 0.04155 0.03869
 0.03722 0.03597 0.03347 0.03265 0.0317  0.03275 0.03324 0.03049 0.0245
 0.01633 0.00502]"
database_normalized\Humanoid\m195.obj,Humanoid,m195.obj,"[0.12115 0.15856 0.10863 0.075   0.05562 0.04581 0.04031 0.03723 0.035
 0.03446 0.03256 0.0295  0.03082 0.03298 0.03449 0.03373 0.03478 0.03082
 0.02126 0.00729]"
database_normalized\Humanoid\m196.obj,Humanoid,m196.obj,"[0.10796 0.14075 0.11012 0.08632 0.06695 0.05525 0.04522 0.03841 0.03608
 0.03395 0.03359 0.03086 0.03244 0.03187 0.03252 0.03125 0.03128 0.02732
 0.02014 0.00772]"
database_normalized\Humanoid\m197.obj,Humanoid,m197.obj,"[0.14129 0.1641  0.10756 0.07221 0.05243 0.04091 0.03509 0.03184 0.02975
 0.03025 0.02818 0.02791 0.02799 0.0291  0.03269 0.03612 0.03855 0.03755
 0.02641 0.01007]"
database_normalized\Humanoid\m198.obj,Humanoid,m198.obj,"[0.11914 0.15296 0.10959 0.07786 0.0607  0.04958 0.04125 0.03647 0.03274
 0.03037 0.03035 0.03096 0.0324  0.03381 0.03528 0.03524 0.0346  0.029
 0.01956 0.00814]"
database_normalized\Humanoid\m199.obj,Humanoid,m199.obj,"[0.08445 0.12965 0.11323 0.0886  0.07253 0.05906 0.05179 0.04753 0.04535
 0.04285 0.04009 0.03602 0.03322 0.03032 0.02999 0.02754 0.02621 0.02206
 0.01424 0.00527]"
database_normalized\Humanoid\m202.obj,Humanoid,m202.obj,"[0.12588 0.16554 0.10914 0.07368 0.05465 0.04609 0.03816 0.03494 0.03333
 0.03394 0.02968 0.02932 0.02861 0.02923 0.0319  0.03406 0.03533 0.0335
 0.024   0.00902]"
database_normalized\Humanoid\m203.obj,Humanoid,m203.obj,"[0.10638 0.15082 0.11581 0.08501 0.0633  0.0496  0.04343 0.03836 0.03523
 0.03345 0.0304  0.03011 0.03077 0.03084 0.03293 0.0324  0.03262 0.02912
 0.02164 0.00778]"
database_normalized\Humanoid\m204.obj,Humanoid,m204.obj,"[0.1175  0.10244 0.09829 0.08273 0.07539 0.06656 0.0588  0.04553 0.04197
 0.04201 0.04    0.03911 0.03522 0.03146 0.02962 0.02697 0.02361 0.02083
 0.01608 0.00588]"
database_normalized\Humanoid\m205.obj,Humanoid,m205.obj,"[0.07588 0.13765 0.11957 0.09211 0.07166 0.05851 0.04974 0.04495 0.04173
 0.03922 0.0362  0.03492 0.03395 0.03208 0.03242 0.03113 0.02766 0.02145
 0.01424 0.00493]"
database_normalized\Humanoid\m206.obj,Humanoid,m206.obj,"[0.11207 0.12288 0.09986 0.08415 0.06828 0.0558  0.0479  0.04526 0.04335
 0.04126 0.03844 0.03697 0.03688 0.03569 0.03493 0.03275 0.02716 0.0201
 0.01237 0.0039 ]"
database_normalized\Humanoid\m207.obj,Humanoid,m207.obj,"[0.10474 0.13828 0.10691 0.08492 0.06324 0.05153 0.04452 0.04159 0.04157
 0.04058 0.03692 0.03482 0.03328 0.03439 0.03496 0.03538 0.02972 0.02345
 0.01423 0.00497]"
database_normalized\Humanoid\m208.obj,Humanoid,m208.obj,"[0.12058 0.15817 0.11455 0.08088 0.05853 0.04636 0.0383  0.03425 0.03058
 0.02983 0.02902 0.02814 0.02926 0.03108 0.03337 0.03516 0.0368  0.03371
 0.02346 0.00797]"
database_normalized\Humanoid\m210.obj,Humanoid,m210.obj,"[0.0501  0.09273 0.10378 0.1006  0.092   0.08231 0.07337 0.06647 0.05734
 0.05045 0.04409 0.03919 0.03327 0.02981 0.0255  0.02067 0.01646 0.01189
 0.00752 0.00245]"
database_normalized\Humanoid\m211.obj,Humanoid,m211.obj,"[0.1185  0.14477 0.10575 0.07786 0.05891 0.04794 0.04065 0.03919 0.03918
 0.03801 0.03518 0.03434 0.03154 0.03119 0.03537 0.03645 0.03433 0.02786
 0.0169  0.00608]"
database_normalized\Humanoid\m212.obj,Humanoid,m212.obj,"[0.10651 0.09149 0.0952  0.08527 0.07603 0.06834 0.0755  0.06094 0.04715
 0.04203 0.03683 0.03402 0.03386 0.03073 0.02946 0.02623 0.02119 0.01916
 0.01391 0.00615]"
database_normalized\Humanoid\m213.obj,Humanoid,m213.obj,"[0.13719 0.1487  0.1086  0.07435 0.05601 0.0459  0.03788 0.03644 0.03421
 0.03804 0.03371 0.02837 0.02691 0.02743 0.0293  0.03183 0.0335  0.03316
 0.02735 0.01112]"
database_normalized\Humanoid\m214.obj,Humanoid,m214.obj,"[0.15677 0.14082 0.10456 0.07061 0.05511 0.0443  0.03754 0.03456 0.0362
 0.03651 0.03288 0.02675 0.02599 0.027   0.02859 0.02944 0.03147 0.03184
 0.03193 0.01713]"
database_normalized\Humanoid\m215.obj,Humanoid,m215.obj,"[0.13316 0.14564 0.10647 0.0732  0.05719 0.04882 0.04004 0.0379  0.03989
 0.04104 0.03489 0.02873 0.02759 0.02772 0.02917 0.02951 0.03154 0.03138
 0.02583 0.01029]"
database_normalized\Humanoid\m216.obj,Humanoid,m216.obj,"[0.10265 0.15062 0.11431 0.0818  0.06296 0.04973 0.04284 0.0398  0.03824
 0.03676 0.0353  0.0349  0.03498 0.03639 0.03312 0.03096 0.02814 0.02464
 0.01629 0.00557]"
database_normalized\Humanoid\m217.obj,Humanoid,m217.obj,"[0.10179 0.15095 0.11663 0.08287 0.0629  0.0498  0.04344 0.04045 0.03713
 0.03448 0.03373 0.03156 0.03157 0.03083 0.03252 0.03336 0.03299 0.02787
 0.01809 0.00704]"
database_normalized\Humanoid\m218.obj,Humanoid,m218.obj,"[0.10022 0.10243 0.10248 0.08647 0.07017 0.06476 0.06517 0.05967 0.05295
 0.0448  0.03974 0.03432 0.03025 0.0294  0.02785 0.02592 0.02436 0.01985
 0.01389 0.0053 ]"
database_normalized\Humanoid\m219.obj,Humanoid,m219.obj,"[0.11958 0.15349 0.10916 0.07861 0.05927 0.04923 0.04253 0.03555 0.03228
 0.03408 0.03225 0.02977 0.02986 0.03163 0.03434 0.03469 0.03411 0.03125
 0.02119 0.00713]"
database_normalized\Humanoid\m220.obj,Humanoid,m220.obj,"[0.09756 0.13716 0.10809 0.08369 0.06653 0.05627 0.05216 0.04914 0.04511
 0.03962 0.03446 0.03245 0.03203 0.03079 0.03069 0.03014 0.02814 0.02489
 0.01629 0.00479]"
database_normalized\Humanoid\m221.obj,Humanoid,m221.obj,"[0.10381 0.1369  0.1036  0.08102 0.06285 0.05658 0.05428 0.05161 0.04638
 0.03803 0.03245 0.03278 0.03058 0.03115 0.02998 0.03057 0.02946 0.0245
 0.01775 0.00572]"
database_normalized\Humanoid\m222.obj,Humanoid,m222.obj,"[0.08961 0.11337 0.10212 0.08748 0.06925 0.06442 0.06356 0.05781 0.05374
 0.04805 0.03983 0.03369 0.03071 0.02826 0.02712 0.02701 0.02489 0.02061
 0.01322 0.00525]"
database_normalized\Humanoid\m223.obj,Humanoid,m223.obj,"[0.11049 0.14446 0.10274 0.0763  0.06195 0.05316 0.05202 0.04884 0.04384
 0.03885 0.03349 0.03035 0.02981 0.03066 0.02984 0.02945 0.0299  0.02741
 0.01936 0.00708]"
database_normalized\Humanoid\m224.obj,Humanoid,m224.obj,"[0.11196 0.13692 0.09964 0.07889 0.06388 0.05553 0.05175 0.05063 0.04564
 0.03929 0.03365 0.03036 0.02958 0.02987 0.02975 0.02897 0.03007 0.0266
 0.01961 0.00741]"
database_normalized\Humanoid\m226.obj,Humanoid,m226.obj,"[0.07591 0.12244 0.10931 0.08577 0.07324 0.06529 0.06592 0.0584  0.05035
 0.04413 0.03758 0.03381 0.03125 0.03048 0.0288  0.02855 0.02506 0.01856
 0.01137 0.00378]"
database_normalized\Humanoid\m227.obj,Humanoid,m227.obj,"[0.08629 0.12023 0.09979 0.08658 0.07131 0.06429 0.06325 0.05739 0.0513
 0.04563 0.03792 0.0345  0.03255 0.03197 0.03121 0.02991 0.02552 0.01808
 0.0095  0.00278]"
database_normalized\Humanoid\m228.obj,Humanoid,m228.obj,"[0.08448 0.12664 0.10726 0.08419 0.06812 0.06123 0.05539 0.05489 0.05237
 0.04733 0.04343 0.03523 0.03274 0.02947 0.02884 0.02608 0.02331 0.01958
 0.01412 0.0053 ]"
database_normalized\Humanoid\m229.obj,Humanoid,m229.obj,"[0.11416 0.13545 0.09951 0.07694 0.06154 0.05764 0.05246 0.05059 0.0449
 0.0401  0.03779 0.03222 0.02926 0.0278  0.02914 0.0294  0.02991 0.02631
 0.01774 0.00714]"
database_normalized\Humanoid\m230.obj,Humanoid,m230.obj,"[0.12621 0.14656 0.10002 0.07599 0.05688 0.04814 0.04596 0.0445  0.04299
 0.03798 0.03419 0.0303  0.03028 0.02922 0.02965 0.0298  0.03095 0.02876
 0.02301 0.00861]"
database_normalized\Humanoid\m231.obj,Humanoid,m231.obj,"[0.08279 0.1236  0.1064  0.08568 0.06714 0.05966 0.05825 0.05801 0.05686
 0.04971 0.04282 0.03697 0.03142 0.0294  0.02824 0.02491 0.02188 0.01851
 0.01318 0.00457]"
database_normalized\Humanoid\m232.obj,Humanoid,m232.obj,"[0.0721  0.12209 0.10508 0.0874  0.07722 0.07139 0.06332 0.05647 0.04889
 0.04564 0.03877 0.03533 0.03173 0.03031 0.02851 0.02754 0.02458 0.01793
 0.01152 0.00418]"
database_normalized\Humanoid\m233.obj,Humanoid,m233.obj,"[0.09972 0.11854 0.10376 0.08042 0.06803 0.06106 0.0582  0.05727 0.05151
 0.04597 0.03958 0.03389 0.02968 0.02831 0.02711 0.02669 0.02493 0.02213
 0.01658 0.00662]"
database_normalized\Humanoid\m234.obj,Humanoid,m234.obj,"[0.09572 0.14113 0.1052  0.08312 0.06676 0.05884 0.05492 0.04978 0.04309
 0.03755 0.03364 0.03223 0.0306  0.03    0.02963 0.02973 0.02888 0.02644
 0.0173  0.00544]"
database_normalized\Humanoid\m235.obj,Humanoid,m235.obj,"[0.08699 0.11558 0.10226 0.09174 0.07722 0.06853 0.06026 0.05307 0.04934
 0.0424  0.03721 0.03312 0.03157 0.02837 0.02779 0.02728 0.02485 0.02198
 0.0143  0.00614]"
database_normalized\Humanoid\m236.obj,Humanoid,m236.obj,"[0.10764 0.12267 0.08494 0.06986 0.06288 0.06117 0.06134 0.06525 0.06426
 0.05316 0.04229 0.035   0.0303  0.02773 0.02504 0.02511 0.02312 0.01958
 0.01382 0.00484]"
database_normalized\Humanoid\m237.obj,Humanoid,m237.obj,"[0.13123 0.15219 0.10342 0.07498 0.05709 0.049   0.04229 0.03992 0.03604
 0.0324  0.02928 0.02832 0.0283  0.02937 0.03027 0.03201 0.03411 0.03393
 0.02637 0.00948]"
database_normalized\Humanoid\m238.obj,Humanoid,m238.obj,"[0.09777 0.12741 0.11149 0.08679 0.06756 0.05926 0.05408 0.04876 0.04265
 0.03957 0.03589 0.0312  0.03056 0.03062 0.02994 0.02869 0.02772 0.02431
 0.01835 0.00738]"
database_normalized\Humanoid\m239.obj,Humanoid,m239.obj,"[0.10727 0.12831 0.11396 0.08334 0.06449 0.05647 0.05136 0.04737 0.04286
 0.03844 0.03353 0.03259 0.03126 0.02981 0.02968 0.02916 0.0279  0.02527
 0.0194  0.00753]"
database_normalized\Humanoid\m240.obj,Humanoid,m240.obj,"[0.09232 0.1338  0.1054  0.08606 0.06846 0.05844 0.05435 0.05126 0.04499
 0.04124 0.03475 0.03383 0.03298 0.03012 0.02966 0.02953 0.02726 0.02296
 0.01665 0.00594]"
database_normalized\Humanoid\m241.obj,Humanoid,m241.obj,"[0.09903 0.12306 0.11014 0.0831  0.06464 0.06013 0.05755 0.05212 0.04842
 0.04584 0.03741 0.03345 0.03034 0.0294  0.02795 0.0273  0.02486 0.02128
 0.01667 0.00731]"
database_normalized\Humanoid\m242.obj,Humanoid,m242.obj,"[0.07717 0.11384 0.11476 0.09486 0.07499 0.06453 0.05912 0.05327 0.04832
 0.04318 0.03929 0.03517 0.03216 0.03112 0.02982 0.02727 0.02361 0.01876
 0.01345 0.00531]"
database_normalized\Humanoid\m243.obj,Humanoid,m243.obj,"[0.10238 0.11807 0.10699 0.08582 0.06838 0.0617  0.05901 0.05162 0.04699
 0.0408  0.03517 0.03242 0.03125 0.02925 0.02783 0.02687 0.02591 0.02428
 0.01754 0.00772]"
database_normalized\Humanoid\m244.obj,Humanoid,m244.obj,"[0.08989 0.13578 0.11598 0.08738 0.06701 0.05836 0.05171 0.04673 0.04352
 0.03781 0.03471 0.03287 0.03116 0.03201 0.03054 0.03089 0.02845 0.02327
 0.01621 0.00572]"
database_normalized\Humanoid\m245.obj,Humanoid,m245.obj,"[0.09681 0.12468 0.10993 0.08636 0.06886 0.05952 0.05566 0.04961 0.04557
 0.04098 0.03625 0.03206 0.03162 0.03028 0.02997 0.02897 0.02601 0.02292
 0.01717 0.00677]"
database_normalized\Humanoid\m246.obj,Humanoid,m246.obj,"[0.12219 0.11785 0.10957 0.07787 0.06285 0.05505 0.05423 0.0497  0.04662
 0.04004 0.03489 0.03151 0.02941 0.02849 0.02741 0.02813 0.02772 0.02564
 0.02146 0.00937]"
database_normalized\Humanoid\m248.obj,Humanoid,m248.obj,"[0.1103  0.11562 0.10333 0.08083 0.06716 0.06265 0.05913 0.05382 0.04853
 0.04275 0.03624 0.03112 0.02846 0.02778 0.02778 0.02722 0.02604 0.02461
 0.01838 0.00825]"
database_normalized\Humanoid\m249.obj,Humanoid,m249.obj,"[0.07278 0.0939  0.08974 0.08811 0.08836 0.08589 0.07129 0.06204 0.05589
 0.05182 0.04628 0.04017 0.03364 0.02907 0.02547 0.023   0.01918 0.0133
 0.00748 0.00259]"
database_normalized\Humanoid\m250.obj,Humanoid,m250.obj,"[0.1383  0.09943 0.06629 0.07454 0.08078 0.07765 0.05915 0.04792 0.04179
 0.04428 0.04617 0.04366 0.03819 0.02852 0.02527 0.02296 0.02194 0.02101
 0.01636 0.00579]"
database_normalized\Humanoid\m251.obj,Humanoid,m251.obj,"[0.1093  0.11774 0.08627 0.08509 0.07539 0.06866 0.05312 0.05112 0.0499
 0.04532 0.03947 0.0346  0.03253 0.02879 0.02726 0.02493 0.02458 0.0226
 0.01654 0.00679]"
database_normalized\Humanoid\m252.obj,Humanoid,m252.obj,"[0.0746  0.11889 0.10182 0.08098 0.07711 0.07124 0.06808 0.06008 0.05343
 0.04749 0.04121 0.03444 0.03127 0.03093 0.02821 0.02584 0.0226  0.01768
 0.01056 0.00354]"
database_normalized\Humanoid\m253.obj,Humanoid,m253.obj,"[0.07595 0.11828 0.11022 0.09165 0.08001 0.06838 0.06052 0.05083 0.04689
 0.04211 0.03824 0.03467 0.03304 0.03094 0.02913 0.0277  0.02448 0.02045
 0.01229 0.00422]"
database_normalized\Humanoid\m254.obj,Humanoid,m254.obj,"[0.13488 0.13605 0.08785 0.07312 0.07023 0.06032 0.04752 0.04048 0.03547
 0.03421 0.03269 0.03285 0.0318  0.02996 0.02827 0.02991 0.03049 0.02964
 0.02427 0.00999]"
database_normalized\Humanoid\m255.obj,Humanoid,m255.obj,"[0.12032 0.13619 0.10084 0.07597 0.06209 0.05484 0.05007 0.04784 0.04333
 0.03599 0.03061 0.03095 0.03137 0.03137 0.0303  0.03036 0.02989 0.02856
 0.02173 0.00738]"
database_normalized\Humanoid\m256.obj,Humanoid,m256.obj,"[0.08132 0.10153 0.09408 0.09505 0.0892  0.07431 0.0582  0.04792 0.04266
 0.04555 0.05128 0.0491  0.04406 0.03485 0.02639 0.02114 0.01673 0.01364
 0.0092  0.00379]"
database_normalized\Humanoid\m257.obj,Humanoid,m257.obj,"[0.05476 0.10405 0.1123  0.09944 0.08494 0.07464 0.06772 0.06082 0.05408
 0.04768 0.04128 0.03729 0.0338  0.03067 0.02678 0.02347 0.01982 0.01445
 0.00911 0.0029 ]"
database_normalized\Humanoid\m258.obj,Humanoid,m258.obj,"[0.14048 0.12383 0.0858  0.0702  0.0665  0.05891 0.05117 0.04597 0.0426
 0.04144 0.03854 0.03525 0.03022 0.02507 0.02524 0.0271  0.02899 0.02887
 0.02465 0.00917]"
database_normalized\Humanoid\m259.obj,Humanoid,m259.obj,"[0.07361 0.1155  0.11369 0.09934 0.0778  0.06371 0.05756 0.05141 0.04758
 0.04059 0.03832 0.03553 0.03409 0.03333 0.03064 0.02816 0.025   0.01823
 0.01173 0.00418]"
database_normalized\Humanoid\m260.obj,Humanoid,m260.obj,"[0.10081 0.14769 0.11488 0.08409 0.0638  0.0532  0.04554 0.04002 0.03635
 0.03472 0.03264 0.03186 0.03095 0.03156 0.03324 0.03307 0.03321 0.027
 0.01849 0.00688]"
database_normalized\Humanoid\m261.obj,Humanoid,m261.obj,"[0.09234 0.13996 0.11897 0.08923 0.0669  0.05406 0.04662 0.04214 0.03812
 0.03516 0.03383 0.03258 0.03275 0.03243 0.03437 0.03271 0.03024 0.02481
 0.01641 0.00637]"
database_normalized\Humanoid\m262.obj,Humanoid,m262.obj,"[0.10804 0.14716 0.11643 0.08272 0.06296 0.05214 0.04341 0.03759 0.03467
 0.03219 0.03204 0.03111 0.0314  0.03243 0.03397 0.03376 0.0319  0.02888
 0.01985 0.00735]"
database_normalized\Humanoid\m263.obj,Humanoid,m263.obj,"[0.07657 0.11938 0.11651 0.09599 0.07607 0.06335 0.0551  0.0491  0.04447
 0.04033 0.03745 0.03443 0.03415 0.03302 0.03237 0.03102 0.02524 0.01879
 0.01225 0.00441]"
database_normalized\Humanoid\m264.obj,Humanoid,m264.obj,"[0.09194 0.13318 0.11742 0.09342 0.07025 0.05598 0.04711 0.04111 0.03894
 0.0359  0.03336 0.03431 0.03327 0.03389 0.03335 0.03275 0.02949 0.02331
 0.01559 0.00543]"
database_normalized\Humanoid\m265.obj,Humanoid,m265.obj,"[0.08799 0.11968 0.10771 0.0935  0.07799 0.06576 0.05574 0.04736 0.04285
 0.04004 0.03835 0.03561 0.03305 0.03033 0.03033 0.02957 0.02571 0.02024
 0.01351 0.00468]"
database_normalized\Humanoid\m266.obj,Humanoid,m266.obj,"[0.06386 0.08733 0.09654 0.09812 0.09317 0.08483 0.07424 0.0639  0.05391
 0.04808 0.04379 0.03907 0.03447 0.03139 0.02606 0.02241 0.01718 0.01184
 0.0072  0.00261]"
